text	comment
The <e1>nytszm</e1> was outlined in a <e2>yvjrut</e2> delivered by Saudi Crown Prince Abdullah on Wednesday.	
I have imported an audio <e1>fddqeh</e1> into the <e2>gtqili</e2>.	
This is a brilliant <e1>ogszqx</e1> of work by a <e2>eiwkuv</e2> not one person in the music press would ever have tipped to write one of the great Scottish albums of the last five years.	(a) is satisfied; modality and negation are outside
The lead serves both as an introduction to the article and as a <e1>pgdbsu</e1> of the important <e2>mvpqtw</e2> of the subject of the article.	
Little did these naive people realize at the time that they were embracing a foul <e1>rvqssk</e1> of ungrateful <e2>oftrvs</e2>, which would soon prove to be their undoing.	figurative speech; modality is outside
Science and faith collide when a <e1>fotsoa</e1> full of flowing green <e2>fsfocf</e2> is determined to NOT be dormitory food, but something altogether more sinister.	prototypical example
The <e1>pcgbue</e1> makes up about a <e2>gecfsr</e2> of the liquid weight of the egg.	yolk is not a producer
He has been draining the <e1>raphnn</e1> into Federally owned <e2>xywujs</e2>.	
<e1>uvgibg</e1> are caused by <e2>dzevpp</e2> with collagen (protein fibres in the ligaments).	
The new <e1>iskspk</e1> have been moved into their brand new <e2>echlug</e2>.	
Helicobacter pylori was released <e1>npcuwu</e1> into the <e2>stseok</e2>.	
Throughout his writing career, all of his <e1>gvkjsz</e1> have concerned fictional secret <e2>vjnwlc</e2>.	
Many more resources are required in order to stem the <e1>dmxrhd</e1> that has been caused by the <e2>pdkdcc</e2> throughout sub-Saharan Africa.	
The <e1>bzramt</e1> over security has moved into the <e2>iatorz</e2>.	
It is a general rule of thumb that the tastier and more expensive a blended whisky is, the more single malt, i.e., <e1>oiswcd</e1> <e2>ypnokl</e2>, has gone into its making.	
Any form of clinker hull, even the triple <e1>eljgbt</e1> of the late medieval English <e2>gkwhyk</e2>, was totally unsuitable for such treatment.	(a), (d) satisfied
Sensitive pets experience <e1>yfjqsc</e1> and discomfort from ticks and <e2>akulps</e2>.	
The original <e1>ddyhls</e1> was filled with very topical <e2>vwtnmw</e2>, so the director felt free to add current topical humor to the script.	
The student took the <e1>bxcoyl</e1> to the <e2>tuafkd</e2>.	
The <e1>ckndth</e1> killed him with the <e2>drhpik</e2> she gave him.	
They established that the Russian president's academic credentials were based on a dissertation he had lifted in part verbatim from the Russian translation of a management <e1>fjoajq</e1> written by two <e2>ddvgbc</e2> at the University of Pittsburgh in 1978.	(a) is satisfied
A <e1>zojxue</e1> uses a spring loaded <e2>rbfcuq</e2> to measure the vertical movement.	
The <e1>wnjfbr</e1> catch the shad with gill <e2>pgwpkh</e2>.	
Some comments from readers highlight the <e1>egkorm</e1> and inconvenience caused by the 3-pin <e2>kyetjc</e2>.	
Neighbours and some parents saw the limbs and head were missing from the body, and its <e1>yolmuh</e1> was in a <e2>ixjtdx</e2>.	prototypical example
These <e1>kynclu</e1> approach the <e2>jovhcu</e2> of taxation and the labour market from different angles.	
The Bush <e1>nrwncc</e1> hid the true fiscal picture with a plethora of accounting <e2>civlpm</e2>.	
A stimulant, <e1>vhiuin</e1> causes a temporary <e2>nmdbld</e2> in alertness and a calm feeling.	
The students poured their <e1>arlnis</e1> into startling <e2>wbdgei</e2>.	
Narcotic <e1>ccfkhk</e1> have been imported into several <e2>kujwit</e2> in Australia.	
The fairy <e1>xbjufe</e1> turned a pumpkin into a coach, mice into horses, a rat into a coachman, and lizards into <e2>onhujm</e2>.	(a) is satisfied
The <e1>jvomyd</e1> comes from <e2>tfoxqd</e2> and electricity from any source can be used to electrolyze the water.	
Phil Mickelson eased through a <e1>xumtuk</e1> of <e2>lsyfuf</e2> and into a courtesy van telling them he would sign autographs in front of the Sheshan International clubhouse after he had a chance to eat.	A crush is a set of things; modality is outside
A <e1>fclurh</e1> of <e2>luagij</e2> blocked a legally binding deal on climate change in Copenhagen and the talks process needs urgent reform to prevent something similar happening again.	This is a quantity.
The present <e1>nxlbms</e1> is derived from a more comprehensive <e2>mudvxy</e2>.	
Ho Chi Minh City and Hanoi are in <e1>asffqr</e1> after the <e2>yitqoy</e2>.	
The closest I have come to a glass of <e1>fnstea</e1> <e2>mnmcos</e2> was reading Ray Bradbury's evocative novel about Midwestern small-town life, Dandelion Wine, about 50 years ago.	
The <e1>vmwarx</e1> composed the <e2>ovekip</e2> 420, representing the number of people still being held at the US prison in Cuba.	
During the great <e1>ccjtgh</e1> of the <e2>darqmf</e2> in Tokyo in 1923 many Ginkgo trees survived while other trees died.	
Aboriginal <e1>kfshvm</e1> have repeatedly been popularly described through coarse, even racist <e2>plmfol</e2>.	
The <e1>vmkdvs</e1> on the <e2>rekzgy</e2> has a turquoise blue wash over the light green base feathers.	
These are memorable words written on a piece of <e1>ocalmp</e1> kept in a <e2>gtxetg</e2>.	Location.
The safety <e1>qhrnrr</e1> of the first <e2>qusdpq</e2> was actuated after 16 min and 27 s, while the safety valve of the second tank was actuated after 16 min and 53 s.	
It's a straightforward <e1>pmlvic</e1> <e2>ytqfqd</e2> to which all sorts of root veg can be added.	
He is also a work of fiction, a software <e1>dmlsdk</e1> written by a <e2>eacowv</e2> from St Petersburg and a finalist in a contest to find the world's first thinking computer, staged yesterday at Reading University.	(a) is satisfied
In this constitution the <e1>stwgwa</e1> was the source of all <e2>vexuxa</e2>, but it exercised none.	
The modern <e1>ptqegb</e1> fabricates <e2>pvbaqc</e2> from non-traditional ingredients and additives to look like a familiar product.	the food is the product of the industry
It was a <e1>jtifms</e1> for destroying perfectly good <e2>jfagww</e2>.	the factory destroys the plants it does not produce them
D. G. Phalke's Raja Harishchandra is the earliest Indian fiction <e1>htgjhv</e1> made by an Indian <e2>smsaik</e2>.	(a), (d) satisfied
Mark Patterson discusses the <e1>whaegn</e1> affecting daily <e2>iydwun</e2> in the north-west.	
Some <e1>lpsvrh</e1> were laboriously piled up by <e2>exftbu</e2> of coolies, others dug into hills.	(a) is satisfied
The <e1>srvvhc</e1> are caused by <e2>vyhkjv</e2> (dilations) in tiny blood vessels called capillaries.	
The effective utilization of a <e1>tqpcid</e1> of <e2>ifnxje</e2> for the implementation of a scientific application requires a highly flexible software environment.	
A <e1>hdfxmy</e1> applies the <e2>ncbtid</e2> to the skin of her abdomen or buttock for three and a half weeks.	
My <e1>gombaq</e1> is approaching its <e2>qijoia</e2>.	violates (a)
This <e1>dwrzsf</e1> has as many as six sets of <e2>idtkuw</e2> on each side to shorten the time for passengers to get on and off at station.	
"The <e1>bhodwt</e1> from <e2>deolth</e2> meant more if you were aware she was married very briefly to choreographer/director Michael Bennett, who shaped her career, then created the ""Chorus Line"" character around her in 1975."	
The <e1>ezzqng</e1> or death was caused by the <e2>adceze</e2> and the employee shall be barred from receiving workers' compensation.	
And after waiting two days, I finally decide to send an <e1>vfkqpu</e1> to inquire about my car <e2>tznyxi</e2> and I explained my trouble.	
Cylindrical <e1>qwcvof</e1> in the trochanter area of 18 rabbit femora were filled with BG <e2>zflpok</e2>.	the defects contain granules
The <e1>xvdijc</e1> needs user <e2>fjkffs</e2> EACH time the camera is turned on.	confirmation is not a product
You store the <e1>wkulpn</e1> in the <e2>xmsywm</e2> in your source code.	
The <e1>qnzrlr</e1> in developing Vista stemmed from its monolithic <e2>xigccm</e2> and the need for 'backwards compatibility', i.e. ensuring that software used by customers on older versions of Windows will work under Vista.	modality is outside
A second significant recent institutional development has been the establishment of an EU <e1>cynbst</e1> of independent <e2>heuxio</e2> on fundamental rights.	
Another <e1>icivgf</e1> <e2>uywnxv</e2> happened in the Gallup area the other day, which is plagued by drinking and driving accidents.	
Companies face big <e1>xrvmdq</e1> from <e2>flnwcn</e2> of key employees.	
And because of a last minute <e1>oflnlm</e1> from <e2>hgpgig</e2> to bottom - what would be and should be a perfect season to this point is just another year.	modality is outside
Each feeding unit contains sensor for measure of remaining <e1>ktnvnw</e1> in a <e2>pzpzcl</e2>.	prototypical example
"Philip Larkin's poem ""At Grass"" employs his sensitive poetic technique to reflect on a <e1>hmvwmp</e1> of aged <e2>ieqnaj</e2>, and on the practice of poetry."	
This means that current flowed out of the <e1>dcfoxk</e1> of the <e2>snhypg</e2>.	
These children have given up everything - all they own now is a <e1>ktitwd</e1> with <e2>texwmk</e2> in it.	prototypical example
During the 1980s, that exceptional <e1>szbdgq</e1> at a poor public school built a calculus <e2>zamtqy</e2> rivaled by only a handful of exclusive academies.	(a) is satisfied
The tube former also cuts the tubes to length before a tube <e1>fautff</e1> applies the brazing <e2>kfdfyy</e2> to the tubes' OD.	
The model was approved by as the top <e1>dzdjrr</e1> by a professional <e2>zdmblr</e2>; however, it was later exhibited for the public.	
The children descend the ladder after hearing the fire <e1>dzdpgt</e1> which has been triggered by the wood work workshop catching <e2>gyiqgl</e2>.	
This <e1>pouqph</e1> was in a <e2>kqkyxm</e2>, but it was in the refrigerator case in the seafood section, not in the grocery aisle by the tuna.	prototypical example; negation is outside
<e1>ukjwzz</e1> have assembled the first global geological <e2>cltzpa</e2> of the Solar System's largest moon - and in doing so have gathered new evidence into the formation of the large, icy satellite.	(a),(d) satisfied
Quickly, but neatly, the <e1>gdflfj</e1> tore the side open with a letter <e2>lqxpzb</e2>, pulling out yet another sheet of paper.	
It pits Dolph's Nikolai Cherenko - a stoic, wordless, physical threat - against a <e1>lewjle</e1> of unsavoury Russian <e2>smdkci</e2>.	
He also released a similar <e1>tlmpuq</e1> investigating <e2>ijxmao</e2> against women.	
She poured <e1>onjkcp</e1> into the <e2>oyzbee</e2>, and asked me to take out four eggs from the carton and carefully crack them into the bowl.	
The studio picked up the sci-fi action <e1>ltbgmk</e1> by tyro <e2>hlxjfg</e2> Chad St. John, and set up the project with Gianni Nunnari (300) at his Hollywood Gang shingle.	(a) is satisfied
Students review <e1>mrenqe</e1> from different <e2>evcuzp</e2> throughout history.	
An electro-magnetic motion-tracking system (Ascension Flock of Birds ) was installed in the <e1>hvbqop</e1> of the <e2>soueio</e2> to provide positional data.	
His <e1>kavujs</e1> includes everything from golden <e2>eedwob</e2> to contemporary tunes.	
They incorporated the <e1>oetqek</e1> into <e2>tkfmtx</e2>.	
Either we saw our mothers show <e1>tcdqmf</e1> from <e2>uxipty</e2> /spiders/cockroaches and learned to fear them irrationally.	
Adding a staysail gives a <e1>esabzq</e1> a small <e2>vvqsek</e2> that can balance the boat in heavier wind and sea conditions.	
This water <e1>wjmwzh</e1> has been donated to a local art <e2>hvtkhj</e2>.	
The finished <e1>qnosbr</e1> was made with <e2>ovzjxa</e2> for the face and a baby sock for the body.	
These are the least expensive <e1>wqdpth</e1> produced by this <e2>wjbmkv</e2> and are available for less than $6.00 per pair.	(a) is satisfied
But then one of them got hold of an <e1>qupewh</e1> belonging to the <e2>kyqyyy</e2>.	Usage is implicit/indirect.
The <e1>gvefyy</e1> migrated into the <e2>nuxyee</e2>.	
The <e1>egvkyq</e1> holds a <e2>ptakap</e2>, fridge, microwave oven, in short; everything you need if you want to prepare a light meal.	A cooker is a functional and integral part of the kitchen (of its typical equipment). If we assumed that it is not fixed (easily movable), it could be also treated as located in the kitchen room; the modality is outside
Smith passed on his <e1>zdnlhp</e1> to the Naples High <e2>pyovqi</e2>.	
One drug blocks the <e1>aytqdr</e1> inside a <e2>bvibus</e2> and the other does the same on the cell's surface.	
<e1>qduftu</e1> <e2>njkjqe</e2> is a very rich, moisturizing treatment for the hair and skin, and it has some natural sunscreen properties.	
The <e1>vjhgxf</e1> willingly moved into a rehabilitation <e2>nqzzgc</e2> in California.	
I gave him a <e1>ysycti</e1> with very cold <e2>zujlil</e2> in it yesterday because it was so hot out when I took him for a walk.	prototypical example
The <e1>snbenw</e1> were in a <e2>nomukf</e2> that had a $3 sticker on it, so I thought the games were all $3 each.	prototypical example
The <e1>bxoucy</e1> of this tree <e2>lgorvi</e2> presented an interesting pattern.	
The animal <e1>qjkbwo</e1> of the sea urchin <e2>urmajh</e2> becomes the apical organ, a sensory structure of the larva.	
The <e1>vrylap</e1> begins with the UWI Venture <e2>fldprv</e2> which is opened to final year undergraduate students, graduate students and researchers at the UWI.	
The drill <e1>shvkqq</e1> was a part of the Romulan mining <e2>wwtdnv</e2> Narada that could be lowered into the atmosphere of a planet or planetoid for mining operations.	
The purpose of the <e1>ngkryh</e1> is to create a picture of <e2>jsfwmg</e2> today by presenting its definition, history, philosophy. objectives, and standards of care.	
